"DEPARTURES_PERFORMED","PASSENGERS","ORIGIN_CITY_NAME","DEST_CITY_NAME","MONTH",
54.00,6076.00,"Sacramento, CA","Seattle, WA",6,
54.00,1825.00,"Aspen, CO","San Francisco, CA",1,
54.00,3247.00,"San Diego, CA","San Francisco, CA",5,
54.00,5472.00,"Santa Ana, CA","Denver, CO",5,
54.00,2200.00,"Salt Lake City, UT","San Francisco, CA",5,
54.00,6067.00,"San Francisco, CA","Phoenix, AZ",7,
54.00,6155.00,"Sacramento, CA","Phoenix, AZ",7,
54.00,6294.00,"Sacramento, CA","Seattle, WA",7,
54.00,5674.00,"Ontario, CA","Sacramento, CA",9,
54.00,4603.00,"Phoenix, AZ","Ontario, CA",9,
54.00,4924.00,"Seattle, WA","Oakland, CA",9,
54.00,3345.00,"Denver, CO","San Diego, CA",6,
54.00,3227.00,"Phoenix, AZ","Santa Barbara, CA",1,
54.00,5295.00,"Los Angeles, CA","Dallas/Fort Worth, TX",4,
54.00,5487.00,"Oakland, CA","Seattle, WA",4,
54.00,6749.00,"Santa Ana, CA","Houston, TX",3,
54.00,0.00,"Oakland, CA","Memphis, TN",3,
54.00,5658.00,"Santa Ana, CA","Newark, NJ",1,
54.00,6976.00,"Los Angeles, CA","Las Vegas, NV",8,
54.00,10953.00,"Miami, FL","Los Angeles, CA",8,
54.00,6674.00,"Los Angeles, CA","Newark, NJ",9,
54.00,2854.00,"Long Beach, CA","Salt Lake City, UT",10,
54.00,2795.00,"Salt Lake City, UT","Long Beach, CA",10,
54.00,2574.00,"Bakersfield, CA","Houston, TX",11,
54.00,2305.00,"Burbank, CA","Salt Lake City, UT",11,
54.00,2469.00,"Houston, TX","Bakersfield, CA",11,
54.00,2305.00,"Seattle, WA","Long Beach, CA",11,
54.00,2022.00,"Salt Lake City, UT","Burbank, CA",11,
54.00,5366.00,"Oakland, CA","Portland, OR",3,
54.00,8010.00,"Chicago, IL","Santa Ana, CA",3,
54.00,5890.00,"Seattle, WA","San Jose, CA",3,
54.00,6878.00,"San Antonio, TX","Los Angeles, CA",6,
54.00,9381.00,"Los Angeles, CA","Kona, HI",6,
54.00,8873.00,"Kona, HI","Los Angeles, CA",3,
54.00,1825.00,"San Francisco, CA","Pasco/Kennewick/Richland, WA",2,
54.00,6602.00,"Dallas/Fort Worth, TX","Fresno, CA",4,
54.00,6226.00,"Denver, CO","San Diego, CA",7,
54.00,6159.00,"Denver, CO","Sacramento, CA",7,
54.00,5519.00,"San Diego, CA","Denver, CO",7,
54.00,13212.00,"Los Angeles, CA","Detroit, MI",9,
54.00,2310.00,"San Luis Obispo, CA","Phoenix, AZ",8,
54.00,5124.00,"Sacramento, CA","Denver, CO",3,
54.00,6013.00,"Spokane, WA","Oakland, CA",3,
54.00,1247.00,"San Francisco, CA","Crescent City, CA",5,
54.00,6208.00,"Santa Ana, CA","Phoenix, AZ",7,
54.00,6483.00,"Boston, MA","Los Angeles, CA",4,
54.00,11803.00,"Los Angeles, CA","Washington, DC",1,
54.00,2762.00,"Portland, OR","San Jose, CA",4,
54.00,4397.00,"San Francisco, CA","Dallas/Fort Worth, TX",9,
54.00,443.00,"Los Angeles, CA","Prescott, AZ",11,
54.00,6755.00,"Portland, OR","Los Angeles, CA",4,
54.00,2553.00,"Burbank, CA","Portland, OR",5,
54.00,828.00,"Crescent City, CA","San Francisco, CA",1,
54.00,7908.00,"Santa Ana, CA","Houston, TX",8,
54.00,5775.00,"San Diego, CA","Las Vegas, NV",9,
54.00,9358.00,"San Francisco, CA","Washington, DC",4,
54.00,6251.00,"San Francisco, CA","Portland, OR",4,
54.00,5110.00,"San Jose, CA","Portland, OR",6,
54.00,4410.00,"Denver, CO","Santa Barbara, CA",5,
54.00,11517.00,"Los Angeles, CA","Miami, FL",2,
54.00,6666.00,"Fresno, CA","Dallas/Fort Worth, TX",4,
54.00,8330.00,"Los Angeles, CA","Orlando, FL",7,
54.00,12408.00,"Detroit, MI","Los Angeles, CA",9,
54.00,5504.00,"Phoenix, AZ","San Francisco, CA",11,
55.00,6139.00,"Phoenix, AZ","Santa Ana, CA",10,
55.00,9029.00,"Miami, FL","San Francisco, CA",2,
55.00,6768.00,"Denver, CO","San Diego, CA",10,
55.00,6586.00,"Houston, TX","Oakland, CA",10,
55.00,5024.00,"Phoenix, AZ","San Francisco, CA",6,
55.00,5189.00,"Oakland, CA","Spokane, WA",10,
55.00,4845.00,"Albuquerque, NM","Los Angeles, CA",3,
55.00,9234.00,"Washington, DC","San Diego, CA",7,
55.00,9429.00,"Kona, HI","Los Angeles, CA",7,
55.00,6813.00,"Boston, MA","San Diego, CA",9,
55.00,7430.00,"Long Beach, CA","New York, NY",9,
55.00,6951.00,"San Diego, CA","Boston, MA",9,
55.00,5455.00,"Philadelphia, PA","San Francisco, CA",12,
55.00,6428.00,"Austin, TX","San Jose, CA",12,
55.00,5894.00,"Reno, NV","San Diego, CA",12,
55.00,6308.00,"San Diego, CA","San Antonio, TX",12,
55.00,5103.00,"Salt Lake City, UT","Los Angeles, CA",12,
55.00,6317.00,"Sacramento, CA","Denver, CO",12,
55.00,7430.00,"Cincinnati, OH","Los Angeles, CA",12,
55.00,883.00,"Arcata/Eureka, CA","Sacramento, CA",12,
55.00,2282.00,"Fresno, CA","Denver, CO",12,
55.00,2288.00,"Spokane, WA","San Francisco, CA",12,
55.00,1848.00,"Los Angeles, CA","Fresno, CA",12,
55.00,2455.00,"San Francisco, CA","Spokane, WA",12,
55.00,2602.00,"San Francisco, CA","Reno, NV",5,
55.00,6373.00,"San Francisco, CA","Las Vegas, NV",6,
55.00,6831.00,"Atlanta, GA","San Francisco, CA",3,
55.00,6022.00,"San Diego, CA","San Antonio, TX",10,
55.00,5236.00,"San Francisco, CA","Phoenix, AZ",10,
55.00,5004.00,"Philadelphia, PA","San Francisco, CA",3,
55.00,6978.00,"St. Louis, MO","Los Angeles, CA",6,
55.00,2989.00,"Seattle, WA","Long Beach, CA",1,
55.00,5097.00,"Los Angeles, CA","Las Vegas, NV",3,
55.00,0.00,"Ontario, CA","Bakersfield, CA",3,
55.00,3721.00,"San Francisco, CA","Salt Lake City, UT",5,
55.00,4175.00,"Phoenix, AZ","Burbank, CA",2,
55.00,5471.00,"San Francisco, CA","Los Angeles, CA",7,
55.00,5359.00,"San Francisco, CA","Dallas/Fort Worth, TX",7,
55.00,8399.00,"Phoenix, AZ","San Diego, CA",9,
55.00,6333.00,"Austin, TX","San Jose, CA",9,
55.00,4908.00,"Los Angeles, CA","Denver, CO",9,
55.00,6157.00,"Seattle, WA","San Francisco, CA",12,
55.00,6488.00,"San Francisco, CA","Seattle, WA",12,
55.00,8451.00,"Detroit, MI","Los Angeles, CA",12,
55.00,7238.00,"Los Angeles, CA","Cincinnati, OH",12,
55.00,4996.00,"Los Angeles, CA","Honolulu, HI",2,
55.00,9569.00,"Los Angeles, CA","Honolulu, HI",2,
55.00,6898.00,"San Francisco, CA","Portland, OR",5,
55.00,12257.00,"Los Angeles, CA","Washington, DC",2,
55.00,0.00,"Ontario, CA","Bakersfield, CA",6,
55.00,3202.00,"Los Angeles, CA","Reno, NV",2,
55.00,7525.00,"San Francisco, CA","Boston, MA",4,
55.00,5694.00,"San Francisco, CA","Fort Lauderdale, FL",4,
55.00,4416.00,"Portland, OR","San Jose, CA",5,
55.00,5111.00,"San Francisco, CA","Fort Lauderdale, FL",1,
55.00,8344.00,"Chicago, IL","San Diego, CA",2,
55.00,270.00,"Merced, CA","Las Vegas, NV",10,
55.00,5734.00,"Washington, DC","San Francisco, CA",11,
55.00,6749.00,"Boston, MA","Los Angeles, CA",11,
55.00,6964.00,"Los Angeles, CA","Boston, MA",11,
55.00,6330.00,"San Francisco, CA","Newark, NJ",2,
55.00,747.00,"Klamath Falls, OR","San Francisco, CA",2,
55.00,8255.00,"Los Angeles, CA","Honolulu, HI",6,
55.00,6962.00,"Los Angeles, CA","New Orleans, LA",6,
55.00,4282.00,"Burbank, CA","Phoenix, AZ",2,
55.00,5773.00,"Phoenix, AZ","San Jose, CA",6,
55.00,7420.00,"New Orleans, LA","Los Angeles, CA",6,
55.00,3055.00,"Portland, OR","San Jose, CA",3,
55.00,5132.00,"Seattle, WA","Oakland, CA",2,
55.00,6567.00,"Milwaukee, WI","Los Angeles, CA",1,
55.00,8384.00,"Detroit, MI","Los Angeles, CA",4,
55.00,7483.00,"San Francisco, CA","Philadelphia, PA",11,
55.00,6858.00,"San Diego, CA","Baltimore, MD",2,
55.00,6519.00,"Los Angeles, CA","New Orleans, LA",4,
55.00,2635.00,"Phoenix, AZ","Palm Springs, CA",5,
55.00,979.00,"San Francisco, CA","Crescent City, CA",4,
55.00,7742.00,"Los Angeles, CA","Memphis, TN",8,
55.00,9542.00,"Minneapolis, MN","San Francisco, CA",8,
55.00,8983.00,"San Francisco, CA","Minneapolis, MN",8,
55.00,6719.00,"Portland, OR","San Diego, CA",11,
55.00,5657.00,"Oakland, CA","Boise, ID",6,
55.00,7110.00,"San Francisco, CA","Seattle, WA",10,
55.00,6817.00,"Las Vegas, NV","San Francisco, CA",4,
55.00,6744.00,"San Francisco, CA","Denver, CO",4,
55.00,5470.00,"Fort Lauderdale, FL","San Francisco, CA",1,
55.00,7267.00,"Los Angeles, CA","Boston, MA",11,
55.00,8641.00,"Minneapolis, MN","Los Angeles, CA",12,
55.00,294.00,"Las Vegas, NV","Merced, CA",12,
55.00,303.00,"Los Angeles, CA","Visalia, CA",12,
55.00,181.00,"Merced, CA","Visalia, CA",12,
55.00,318.00,"Visalia, CA","Los Angeles, CA",12,
55.00,4990.00,"Las Vegas, NV","San Francisco, CA",12,
55.00,3925.00,"Los Angeles, CA","Salt Lake City, UT",5,
55.00,3163.00,"Phoenix, AZ","Bakersfield, CA",3,
55.00,9212.00,"San Francisco, CA","Miami, FL",2,
55.00,7363.00,"Nashville, TN","San Diego, CA",6,
55.00,2495.00,"San Francisco, CA","Reno, NV",4,
55.00,3545.00,"Phoenix, AZ","San Luis Obispo, CA",2,
55.00,322.00,"Merced, CA","Las Vegas, NV",7,
55.00,0.00,"Oakland, CA","Memphis, TN",7,
55.00,0.00,"San Diego, CA","El Centro, CA",9,
55.00,2188.00,"Boise, ID","Los Angeles, CA",7,
55.00,3176.00,"Dallas/Fort Worth, TX","San Francisco, CA",7,
55.00,2251.00,"Los Angeles, CA","Boise, ID",7,
55.00,2302.00,"Los Angeles, CA","Colorado Springs, CO",7,
55.00,3143.00,"Long Beach, CA","Salt Lake City, UT",7,
55.00,3217.00,"Kansas City, MO","San Francisco, CA",7,
55.00,3272.00,"Oklahoma City, OK","Los Angeles, CA",7,
55.00,2653.00,"San Antonio, TX","San Francisco, CA",7,
55.00,2997.00,"San Francisco, CA","San Antonio, TX",7,
55.00,5602.00,"San Francisco, CA","Las Vegas, NV",2,
55.00,5464.00,"Denver, CO","Ontario, CA",4,
55.00,568.00,"Los Angeles, CA","Prescott, AZ",6,
55.00,2698.00,"Mammoth Lakes, CA","Los Angeles, CA",1,
55.00,5576.00,"Boston, MA","Los Angeles, CA",1,
55.00,1112.00,"Crescent City, CA","San Francisco, CA",5,
55.00,6200.00,"Denver, CO","San Diego, CA",4,
55.00,5125.00,"San Jose, CA","Denver, CO",6,
55.00,7132.00,"San Diego, CA","New York, NY",3,
55.00,9632.00,"New York, NY","San Francisco, CA",3,
55.00,7493.00,"San Francisco, CA","Seattle, WA",5,
55.00,282.00,"Las Vegas, NV","Merced, CA",9,
55.00,268.00,"Los Angeles, CA","Visalia, CA",9,
55.00,5819.00,"Boston, MA","San Francisco, CA",9,
55.00,5727.00,"Los Angeles, CA","San Francisco, CA",9,
55.00,0.00,"Oakland, CA","Visalia, CA",10,
55.00,5718.00,"New York, NY","San Francisco, CA",10,
55.00,6482.00,"Milwaukee, WI","San Francisco, CA",3,
55.00,5729.00,"San Francisco, CA","Portland, OR",2,
55.00,4672.00,"Las Vegas, NV","Los Angeles, CA",6,
55.00,12855.00,"Los Angeles, CA","Washington, DC",3,
55.00,228.00,"Las Vegas, NV","Merced, CA",3,
55.00,1935.00,"Pasco/Kennewick/Richland, WA","San Francisco, CA",2,
55.00,7283.00,"Ontario, CA","Seattle, WA",4,
55.00,912.00,"North Bend/Coos Bay, OR","San Francisco, CA",2,
55.00,7935.00,"Cleveland, OH","Los Angeles, CA",10,
55.00,6816.00,"Phoenix, AZ","Santa Ana, CA",7,
55.00,6710.00,"Houston, TX","Oakland, CA",5,
55.00,6976.00,"Los Angeles, CA","Boston, MA",4,
55.00,3327.00,"Santa Barbara, CA","Phoenix, AZ",6,
55.00,2534.00,"Los Angeles, CA","Oklahoma City, OK",4,
55.00,5251.00,"Spokane, WA","Oakland, CA",5,
55.00,5001.00,"Long Beach, CA","Sacramento, CA",2,
55.00,12475.00,"Honolulu, HI","San Francisco, CA",8,
55.00,9264.00,"Los Angeles, CA","Honolulu, HI",8,
55.00,7381.00,"San Diego, CA","Chicago, IL",8,
55.00,5136.00,"San Francisco, CA","Dallas/Fort Worth, TX",8,
55.00,3309.00,"Denver, CO","Sacramento, CA",3,
55.00,7286.00,"Burbank, CA","New York, NY",1,
55.00,7716.00,"Detroit, MI","San Diego, CA",5,
55.00,7123.00,"Baltimore, MD","San Diego, CA",2,
55.00,8163.00,"Kahului, HI","Los Angeles, CA",3,
55.00,7601.00,"San Diego, CA","New York, NY",4,
55.00,3726.00,"Salt Lake City, UT","San Francisco, CA",5,
55.00,3030.00,"Long Beach, CA","Seattle, WA",1,
55.00,1953.00,"Bakersfield, CA","Houston, TX",5,
55.00,3943.00,"San Luis Obispo, CA","Phoenix, AZ",2,
55.00,7792.00,"Seattle, WA","San Francisco, CA",7,
55.00,7301.00,"Los Angeles, CA","Newark, NJ",7,
55.00,5721.00,"San Diego, CA","Albuquerque, NM",7,
55.00,4994.00,"Reno, NV","San Diego, CA",9,
55.00,4461.00,"Sacramento, CA","Portland, OR",9,
55.00,2079.00,"Boise, ID","Los Angeles, CA",6,
55.00,1152.00,"Crescent City, CA","San Francisco, CA",6,
55.00,2205.00,"Los Angeles, CA","Boise, ID",6,
55.00,2356.00,"Los Angeles, CA","Colorado Springs, CO",6,
55.00,1279.00,"San Francisco, CA","Crescent City, CA",6,
55.00,3238.00,"San Francisco, CA","Las Vegas, NV",6,
55.00,2656.00,"San Francisco, CA","Portland, OR",6,
55.00,5957.00,"Chicago, IL","Los Angeles, CA",10,
55.00,6618.00,"New York, NY","San Diego, CA",3,
55.00,3851.00,"Phoenix, AZ","Santa Barbara, CA",6,
55.00,6900.00,"San Antonio, TX","San Diego, CA",3,
55.00,6614.00,"Oakland, CA","Salt Lake City, UT",5,
55.00,8108.00,"Detroit, MI","Los Angeles, CA",1,
55.00,5350.00,"San Jose, CA","Las Vegas, NV",3,
55.00,6557.00,"Los Angeles, CA","Honolulu, HI",9,
55.00,7771.00,"Newark, NJ","San Diego, CA",12,
55.00,0.00,"Memphis, TN","Los Angeles, CA",12,
55.00,1967.00,"Albuquerque, NM","San Francisco, CA",9,
55.00,2428.00,"Bakersfield, CA","Houston, TX",9,
55.00,2494.00,"Denver, CO","Palm Springs, CA",9,
55.00,2634.00,"Eugene, OR","San Francisco, CA",9,
55.00,2151.00,"Houston, TX","Bakersfield, CA",9,
55.00,2306.00,"Long Beach, CA","Salt Lake City, UT",10,
55.00,2345.00,"Ontario, CA","Salt Lake City, UT",10,
55.00,2410.00,"Salt Lake City, UT","Long Beach, CA",10,
55.00,2400.00,"Denver, CO","Fresno, CA",11,
55.00,7518.00,"Honolulu, HI","Los Angeles, CA",6,
55.00,2532.00,"Portland, OR","San Jose, CA",1,
55.00,825.00,"Klamath Falls, OR","San Francisco, CA",1,
55.00,7366.00,"Las Vegas, NV","Stockton, CA",7,
55.00,7515.00,"Stockton, CA","Las Vegas, NV",7,
55.00,5997.00,"Denver, CO","San Francisco, CA",2,
55.00,5089.00,"Denver, CO","Sacramento, CA",3,
55.00,8115.00,"Minneapolis, MN","Los Angeles, CA",5,
55.00,6339.00,"Chicago, IL","Los Angeles, CA",2,
55.00,6860.00,"Houston, TX","San Diego, CA",4,
55.00,340.00,"Merced, CA","Las Vegas, NV",6,
55.00,9369.00,"San Diego, CA","Chicago, IL",9,
55.00,9968.00,"Los Angeles, CA","Newark, NJ",10,
55.00,4517.00,"Santa Barbara, CA","Denver, CO",5,
55.00,1006.00,"San Francisco, CA","North Bend/Coos Bay, OR",2,
55.00,9617.00,"San Francisco, CA","Chicago, IL",2,
55.00,6457.00,"San Francisco, CA","Milwaukee, WI",3,
55.00,846.00,"San Francisco, CA","Crescent City, CA",1,
55.00,222.00,"Merced, CA","Las Vegas, NV",3,
55.00,5010.00,"Honolulu, HI","Los Angeles, CA",2,
55.00,9353.00,"Honolulu, HI","Los Angeles, CA",2,
55.00,6936.00,"San Francisco, CA","Atlanta, GA",3,
55.00,6723.00,"Seattle, WA","Ontario, CA",4,
55.00,1364.00,"San Francisco, CA","Aspen, CO",1,
55.00,7168.00,"Seattle, WA","San Jose, CA",8,
55.00,6123.00,"Sacramento, CA","Denver, CO",8,
55.00,11368.00,"Los Angeles, CA","Newark, NJ",8,
55.00,8448.00,"Los Angeles, CA","Orlando, FL",11,
55.00,7905.00,"Minneapolis, MN","San Francisco, CA",11,
55.00,5345.00,"Las Vegas, NV","San Diego, CA",9,
55.00,8578.00,"Los Angeles, CA","Washington, DC",10,
55.00,7600.00,"Salt Lake City, UT","Los Angeles, CA",1,
55.00,5352.00,"Fort Lauderdale, FL","San Francisco, CA",4,
55.00,5294.00,"Tucson, AZ","Los Angeles, CA",5,
55.00,949.00,"Crescent City, CA","San Francisco, CA",4,
55.00,3117.00,"Bakersfield, CA","Phoenix, AZ",4,
55.00,6682.00,"Salt Lake City, UT","Oakland, CA",5,
55.00,4704.00,"Tucson, AZ","Los Angeles, CA",2,
55.00,0.00,"San Diego, CA","El Centro, CA",2,
55.00,8330.00,"Orlando, FL","Los Angeles, CA",7,
55.00,8826.00,"Minneapolis, MN","Los Angeles, CA",7,
55.00,7671.00,"Honolulu, HI","Los Angeles, CA",9,
55.00,0.00,"San Diego, CA","El Centro, CA",11,
55.00,6193.00,"Oakland, CA","Houston, TX",11,
55.00,7096.00,"San Diego, CA","Houston, TX",11,
55.00,3136.00,"San Francisco, CA","Las Vegas, NV",8,
55.00,2428.00,"San Francisco, CA","Phoenix, AZ",8,
55.00,3095.00,"San Jose, CA","Los Angeles, CA",8,
56.00,9341.00,"San Diego, CA","Charlotte, NC",10,
56.00,8399.00,"Los Angeles, CA","Kahului, HI",4,
56.00,5329.00,"Spokane, WA","Oakland, CA",10,
56.00,6128.00,"Los Angeles, CA","Austin, TX",10,
56.00,5886.00,"Long Beach, CA","Sacramento, CA",4,
56.00,2462.00,"Sacramento, CA","Salt Lake City, UT",4,
56.00,4905.00,"Oakland, CA","Phoenix, AZ",10,
56.00,2620.00,"Salt Lake City, UT","Sacramento, CA",4,
56.00,5786.00,"Denver, CO","Santa Ana, CA",1,
56.00,7115.00,"San Diego, CA","Austin, TX",5,
56.00,963.00,"Los Angeles, CA","Bakersfield, CA",4,
56.00,5116.00,"Boise, ID","Oakland, CA",3,
56.00,7909.00,"Chicago, IL","San Jose, CA",6,
56.00,6385.00,"San Diego, CA","Houston, TX",1,
56.00,5489.00,"Sacramento, CA","Long Beach, CA",2,
56.00,7507.00,"Baltimore, MD","Los Angeles, CA",7,
56.00,6194.00,"Los Angeles, CA","Chicago, IL",7,
56.00,6455.00,"New York, NY","San Diego, CA",9,
56.00,6982.00,"San Diego, CA","New York, NY",9,
56.00,10068.00,"Kahului, HI","San Francisco, CA",12,
56.00,12401.00,"San Francisco, CA","Kahului, HI",12,
56.00,5686.00,"San Francisco, CA","Chicago, IL",12,
56.00,6714.00,"San Diego, CA","Austin, TX",12,
56.00,7005.00,"San Diego, CA","Houston, TX",12,
56.00,5553.00,"San Jose, CA","Los Angeles, CA",12,
56.00,12637.00,"Detroit, MI","Los Angeles, CA",10,
56.00,7237.00,"New York, NY","San Diego, CA",10,
56.00,6512.00,"Santa Ana, CA","Denver, CO",4,
56.00,5506.00,"Santa Ana, CA","Denver, CO",4,
56.00,7056.00,"San Diego, CA","Houston, TX",10,
56.00,6239.00,"San Francisco, CA","Phoenix, AZ",10,
56.00,4842.00,"San Francisco, CA","San Diego, CA",10,
56.00,893.00,"Bakersfield, CA","Los Angeles, CA",5,
56.00,7749.00,"San Diego, CA","Philadelphia, PA",3,
56.00,5960.00,"San Diego, CA","Salt Lake City, UT",3,
56.00,7431.00,"Nashville, TN","San Diego, CA",7,
56.00,7184.00,"San Francisco, CA","Boston, MA",7,
56.00,6901.00,"San Francisco, CA","Denver, CO",7,
56.00,6502.00,"San Francisco, CA","Portland, OR",7,
56.00,7173.00,"San Diego, CA","Phoenix, AZ",9,
56.00,4138.00,"Denver, CO","Burbank, CA",9,
56.00,5683.00,"Los Angeles, CA","Nashville, TN",9,
56.00,6480.00,"Chicago, IL","Sacramento, CA",9,
56.00,12196.00,"Detroit, MI","Los Angeles, CA",12,
56.00,12722.00,"Los Angeles, CA","Detroit, MI",12,
56.00,6052.00,"Sacramento, CA","Long Beach, CA",4,
56.00,5321.00,"Oakland, CA","Las Vegas, NV",2,
56.00,7880.00,"Houston, TX","Santa Ana, CA",6,
56.00,6751.00,"Ontario, CA","Seattle, WA",3,
56.00,8665.00,"San Francisco, CA","San Diego, CA",6,
56.00,2519.00,"Las Vegas, NV","Los Angeles, CA",4,
56.00,6479.00,"San Francisco, CA","Las Vegas, NV",1,
56.00,7465.00,"San Diego, CA","Newark, NJ",2,
56.00,7257.00,"San Diego, CA","Washington, DC",6,
56.00,830.00,"Bakersfield, CA","Los Angeles, CA",4,
56.00,9072.00,"San Diego, CA","Washington, DC",2,
56.00,7959.00,"Los Angeles, CA","Boston, MA",1,
56.00,4438.00,"Portland, OR","San Jose, CA",5,
56.00,0.00,"San Diego, CA","El Centro, CA",8,
56.00,281.00,"Los Angeles, CA","Visalia, CA",10,
56.00,150.00,"Visalia, CA","Merced, CA",10,
56.00,2065.00,"Boise, ID","Los Angeles, CA",11,
56.00,1775.00,"Los Angeles, CA","Boise, ID",11,
56.00,5740.00,"Boston, MA","San Francisco, CA",11,
56.00,5612.00,"Fort Lauderdale, FL","San Francisco, CA",11,
56.00,5921.00,"San Francisco, CA","Boston, MA",11,
56.00,5758.00,"San Francisco, CA","Fort Lauderdale, FL",11,
56.00,6409.00,"San Diego, CA","Kansas City, MO",3,
56.00,6996.00,"Long Beach, CA","New York, NY",6,
56.00,6542.00,"Ontario, CA","Phoenix, AZ",2,
56.00,6426.00,"Santa Ana, CA","Phoenix, AZ",6,
56.00,6090.00,"Santa Ana, CA","Phoenix, AZ",6,
56.00,2312.00,"Salt Lake City, UT","San Francisco, CA",4,
56.00,3342.00,"Santa Rosa, CA","Los Angeles, CA",2,
56.00,942.00,"Los Angeles, CA","Bakersfield, CA",5,
56.00,7953.00,"Los Angeles, CA","Kahului, HI",3,
56.00,8421.00,"Sacramento, CA","Minneapolis, MN",4,
56.00,8435.00,"Los Angeles, CA","Cincinnati, OH",8,
56.00,8607.00,"Los Angeles, CA","Detroit, MI",8,
56.00,6626.00,"Las Vegas, NV","Los Angeles, CA",11,
56.00,6337.00,"Los Angeles, CA","Las Vegas, NV",11,
56.00,6930.00,"Palm Springs, CA","Seattle, WA",11,
56.00,5977.00,"Los Angeles, CA","Sacramento, CA",5,
56.00,7306.00,"Seattle, WA","San Francisco, CA",10,
56.00,1360.00,"El Paso, TX","Los Angeles, CA",2,
56.00,531.00,"Prescott, AZ","Los Angeles, CA",6,
56.00,1958.00,"Boise, ID","Los Angeles, CA",9,
56.00,1614.00,"Los Angeles, CA","Boise, ID",9,
56.00,6868.00,"Long Beach, CA","Seattle, WA",11,
56.00,5698.00,"San Francisco, CA","Las Vegas, NV",12,
56.00,9364.00,"San Diego, CA","Washington, DC",4,
56.00,8413.00,"Lihue, HI","Los Angeles, CA",6,
56.00,6531.00,"San Jose, CA","Phoenix, AZ",4,
56.00,8471.00,"Newark, NJ","San Diego, CA",5,
56.00,7941.00,"San Jose, CA","Chicago, IL",6,
56.00,6284.00,"Austin, TX","San Jose, CA",3,
56.00,7393.00,"San Diego, CA","San Antonio, TX",6,
56.00,8413.00,"San Francisco, CA","Phoenix, AZ",12,
56.00,3263.00,"Bakersfield, CA","Phoenix, AZ",12,
56.00,1133.00,"Crescent City, CA","San Francisco, CA",7,
56.00,2404.00,"Houston, TX","Bakersfield, CA",7,
56.00,3194.00,"Los Angeles, CA","San Jose, CA",7,
56.00,3378.00,"San Francisco, CA","Kansas City, MO",7,
56.00,3298.00,"San Jose, CA","Los Angeles, CA",7,
56.00,2975.00,"Salt Lake City, UT","Long Beach, CA",7,
56.00,3272.00,"Salt Lake City, UT","Sacramento, CA",7,
56.00,3350.00,"Sacramento, CA","Salt Lake City, UT",7,
56.00,2076.00,"Albuquerque, NM","Los Angeles, CA",8,
56.00,3449.00,"Denver, CO","San Diego, CA",8,
56.00,14661.00,"Los Angeles, CA","Honolulu, HI",2,
56.00,3955.00,"San Francisco, CA","Las Vegas, NV",2,
56.00,7170.00,"San Diego, CA","Washington, DC",5,
56.00,1904.00,"Boise, ID","Los Angeles, CA",10,
56.00,6737.00,"Austin, TX","Los Angeles, CA",5,
56.00,5214.00,"San Diego, CA","Tucson, AZ",3,
56.00,9119.00,"Seattle, WA","Los Angeles, CA",8,
56.00,5932.00,"San Francisco, CA","Boston, MA",9,
56.00,0.00,"Oakland, CA","Memphis, TN",10,
56.00,0.00,"San Diego, CA","El Centro, CA",10,
56.00,5337.00,"Fort Lauderdale, FL","San Francisco, CA",10,
56.00,5187.00,"San Francisco, CA","Fort Lauderdale, FL",10,
56.00,5041.00,"Los Angeles, CA","Las Vegas, NV",5,
56.00,11309.00,"Los Angeles, CA","Minneapolis, MN",6,
56.00,3885.00,"Las Vegas, NV","San Francisco, CA",2,
56.00,6448.00,"Las Vegas, NV","San Francisco, CA",2,
56.00,6983.00,"Seattle, WA","San Francisco, CA",5,
56.00,7473.00,"Seattle, WA","San Francisco, CA",4,
56.00,331.00,"Merced, CA","Las Vegas, NV",8,
56.00,7260.00,"Burbank, CA","New York, NY",10,
56.00,6960.00,"San Diego, CA","Boston, MA",10,
56.00,2306.00,"Burbank, CA","Denver, CO",1,
56.00,4908.00,"Los Angeles, CA","Salt Lake City, UT",6,
56.00,10494.00,"San Francisco, CA","Chicago, IL",4,
56.00,6328.00,"Las Vegas, NV","San Francisco, CA",8,
56.00,6944.00,"Los Angeles, CA","Nashville, TN",8,
56.00,6246.00,"Portland, OR","San Jose, CA",8,
56.00,8206.00,"Newark, NJ","San Francisco, CA",11,
56.00,7022.00,"San Diego, CA","New York, NY",10,
56.00,7187.00,"San Diego, CA","Minneapolis, MN",10,
56.00,7662.00,"San Jose, CA","Minneapolis, MN",10,
56.00,4779.00,"Los Angeles, CA","Oakland, CA",4,
56.00,5637.00,"Los Angeles, CA","Salt Lake City, UT",3,
56.00,6851.00,"Philadelphia, PA","San Diego, CA",3,
56.00,3383.00,"San Francisco, CA","Austin, TX",2,
56.00,9057.00,"Los Angeles, CA","Seattle, WA",7,
56.00,7675.00,"San Francisco, CA","Seattle, WA",7,
56.00,6157.00,"Oakland, CA","Phoenix, AZ",7,
56.00,4520.00,"Oakland, CA","Reno, NV",7,
56.00,7164.00,"San Diego, CA","Nashville, TN",7,
56.00,6285.00,"San Francisco, CA","Las Vegas, NV",7,
56.00,5430.00,"San Jose, CA","Denver, CO",7,
56.00,6691.00,"San Diego, CA","Austin, TX",9,
56.00,2642.00,"Bakersfield, CA","Houston, TX",6,
56.00,2110.00,"Colorado Springs, CO","Los Angeles, CA",6,
